"source,""target"",""path"",""path_length"",""path_sign"""
"Hospital Admissions,""30-Day Readmission Rate"",""Hospital Admissions -> Hospital Budget Pressure -> Hospital Efficiency Mandates -> Average LOS -> Hospital Operating Costs -> Pressure for Cost Containment -> Discharge Planning Quality -> Continuity of Care -> Post-Discharge Follow-up Quality -> Early Detection Rate -> 30-Day Readmission Rate"",10,""-"""
"Hospital Admissions,""30-Day Readmission Rate"",""Hospital Admissions -> Hospital Budget Pressure -> Hospital Efficiency Mandates -> Average LOS -> Discharge Planning Quality -> Premature Discharge Risk -> 30-Day Readmission Rate"",6,""+"""
"Hospital Admissions,""30-Day Readmission Rate"",""Hospital Admissions -> Hospital Budget Pressure -> Hospital Efficiency Mandates -> Average LOS -> Discharge Planning Quality -> Continuity of Care -> Medication Reconciliation Accuracy -> 30-Day Readmission Rate"",7,""+"""
"Hospital Admissions,""30-Day Readmission Rate"",""Hospital Admissions -> Hospital Budget Pressure -> Hospital Efficiency Mandates -> Average LOS -> Discharge Planning Quality -> Continuity of Care -> Post-Discharge Follow-up Quality -> Early Detection Rate -> 30-Day Readmission Rate"",8,""+"""
"Hospital Admissions,""30-Day Readmission Rate"",""Hospital Admissions -> Hospital Budget Pressure -> Hospital Efficiency Mandates -> Average LOS -> Pressure for Early Discharge -> Post Discharge Care Needs -> Municipal Care Burden/Workload -> Care Gaps -> Post-Discharge Follow-up Quality -> Early Detection Rate -> 30-Day Readmission Rate"",10,""+"""
"Hospital Admissions,""30-Day Readmission Rate"",""Hospital Admissions -> Hospital Budget Pressure -> Hospital Efficiency Mandates -> Average LOS -> Pressure for Early Discharge -> Clinical Stability -> Premature Discharge Risk -> 30-Day Readmission Rate"",7,""+"""
"Hospital Admissions,""30-Day Readmission Rate"",""Hospital Admissions -> Hospital Budget Pressure -> Pressure for Cost Containment -> Average LOS -> Discharge Planning Quality -> Premature Discharge Risk -> 30-Day Readmission Rate"",6,""+"""
"Hospital Admissions,""30-Day Readmission Rate"",""Hospital Admissions -> Hospital Budget Pressure -> Pressure for Cost Containment -> Average LOS -> Discharge Planning Quality -> Continuity of Care -> Medication Reconciliation Accuracy -> 30-Day Readmission Rate"",7,""+"""
"Hospital Admissions,""30-Day Readmission Rate"",""Hospital Admissions -> Hospital Budget Pressure -> Pressure for Cost Containment -> Average LOS -> Discharge Planning Quality -> Continuity of Care -> Post-Discharge Follow-up Quality -> Early Detection Rate -> 30-Day Readmission Rate"",8,""+"""
"Hospital Admissions,""30-Day Readmission Rate"",""Hospital Admissions -> Hospital Budget Pressure -> Pressure for Cost Containment -> Average LOS -> Pressure for Early Discharge -> Post Discharge Care Needs -> Municipal Care Burden/Workload -> Care Gaps -> Post-Discharge Follow-up Quality -> Early Detection Rate -> 30-Day Readmission Rate"",10,""+"""
"Hospital Admissions,""30-Day Readmission Rate"",""Hospital Admissions -> Hospital Budget Pressure -> Pressure for Cost Containment -> Average LOS -> Pressure for Early Discharge -> Clinical Stability -> Premature Discharge Risk -> 30-Day Readmission Rate"",7,""+"""
"Hospital Admissions,""30-Day Readmission Rate"",""Hospital Admissions -> Hospital Budget Pressure -> Pressure for Cost Containment -> Staffing Levels -> Workload -> Medical Error Rate (Care Quality) -> Discharge Planning Quality -> Average LOS -> Pressure for Early Discharge -> Post Discharge Care Needs -> Municipal Care Burden/Workload -> Care Gaps -> Post-Discharge Follow-up Quality -> Early Detection Rate -> 30-Day Readmission Rate"",14,""-"""
"Hospital Admissions,""30-Day Readmission Rate"",""Hospital Admissions -> Hospital Budget Pressure -> Pressure for Cost Containment -> Staffing Levels -> Workload -> Medical Error Rate (Care Quality) -> Discharge Planning Quality -> Average LOS -> Pressure for Early Discharge -> Clinical Stability -> Premature Discharge Risk -> 30-Day Readmission Rate"",11,""-"""
"Hospital Admissions,""30-Day Readmission Rate"",""Hospital Admissions -> Hospital Budget Pressure -> Pressure for Cost Containment -> Staffing Levels -> Workload -> Medical Error Rate (Care Quality) -> Discharge Planning Quality -> Premature Discharge Risk -> 30-Day Readmission Rate"",8,""+"""
"Hospital Admissions,""30-Day Readmission Rate"",""Hospital Admissions -> Hospital Budget Pressure -> Pressure for Cost Containment -> Staffing Levels -> Workload -> Medical Error Rate (Care Quality) -> Discharge Planning Quality -> Continuity of Care -> Medication Reconciliation Accuracy -> 30-Day Readmission Rate"",9,""+"""
"Hospital Admissions,""30-Day Readmission Rate"",""Hospital Admissions -> Hospital Budget Pressure -> Pressure for Cost Containment -> Staffing Levels -> Workload -> Medical Error Rate (Care Quality) -> Discharge Planning Quality -> Continuity of Care -> Post-Discharge Follow-up Quality -> Early Detection Rate -> 30-Day Readmission Rate"",10,""+"""
"Hospital Admissions,""30-Day Readmission Rate"",""Hospital Admissions -> Hospital Budget Pressure -> Pressure for Cost Containment -> Discharge Planning Quality -> Average LOS -> Pressure for Early Discharge -> Post Discharge Care Needs -> Municipal Care Burden/Workload -> Care Gaps -> Post-Discharge Follow-up Quality -> Early Detection Rate -> 30-Day Readmission Rate"",11,""-"""
"Hospital Admissions,""30-Day Readmission Rate"",""Hospital Admissions -> Hospital Budget Pressure -> Pressure for Cost Containment -> Discharge Planning Quality -> Average LOS -> Pressure for Early Discharge -> Clinical Stability -> Premature Discharge Risk -> 30-Day Readmission Rate"",8,""-"""
"Hospital Admissions,""30-Day Readmission Rate"",""Hospital Admissions -> Hospital Budget Pressure -> Pressure for Cost Containment -> Discharge Planning Quality -> Premature Discharge Risk -> 30-Day Readmission Rate"",5,""+"""
"Hospital Admissions,""30-Day Readmission Rate"",""Hospital Admissions -> Hospital Budget Pressure -> Pressure for Cost Containment -> Discharge Planning Quality -> Continuity of Care -> Medication Reconciliation Accuracy -> 30-Day Readmission Rate"",6,""+"""
"Hospital Admissions,""30-Day Readmission Rate"",""Hospital Admissions -> Hospital Budget Pressure -> Pressure for Cost Containment -> Discharge Planning Quality -> Continuity of Care -> Post-Discharge Follow-up Quality -> Early Detection Rate -> 30-Day Readmission Rate"",7,""+"""
"Hospital Budget Allocation,""30-Day Readmission Rate"",""Hospital Budget Allocation -> Hospital Capacity strain -> Hospital Admissions -> Hospital Operating Costs -> Hospital Efficiency Mandates -> Average LOS -> Discharge Planning Quality -> Premature Discharge Risk -> 30-Day Readmission Rate"",8,""+"""
"Hospital Budget Allocation,""30-Day Readmission Rate"",""Hospital Budget Allocation -> Hospital Capacity strain -> Hospital Admissions -> Hospital Operating Costs -> Hospital Efficiency Mandates -> Average LOS -> Discharge Planning Quality -> Continuity of Care -> Medication Reconciliation Accuracy -> 30-Day Readmission Rate"",9,""+"""
"Hospital Budget Allocation,""30-Day Readmission Rate"",""Hospital Budget Allocation -> Hospital Capacity strain -> Hospital Admissions -> Hospital Operating Costs -> Hospital Efficiency Mandates -> Average LOS -> Discharge Planning Quality -> Continuity of Care -> Post-Discharge Follow-up Quality -> Early Detection Rate -> 30-Day Readmission Rate"",10,""+"""
"Hospital Budget Allocation,""30-Day Readmission Rate"",""Hospital Budget Allocation -> Hospital Capacity strain -> Hospital Admissions -> Hospital Operating Costs -> Hospital Efficiency Mandates -> Average LOS -> Pressure for Early Discharge -> Post Discharge Care Needs -> Municipal Care Burden/Workload -> Care Gaps -> Post-Discharge Follow-up Quality -> Early Detection Rate -> 30-Day Readmission Rate"",12,""+"""
"Hospital Budget Allocation,""30-Day Readmission Rate"",""Hospital Budget Allocation -> Hospital Capacity strain -> Hospital Admissions -> Hospital Operating Costs -> Hospital Efficiency Mandates -> Average LOS -> Pressure for Early Discharge -> Clinical Stability -> Premature Discharge Risk -> 30-Day Readmission Rate"",9,""+"""
"Hospital Budget Allocation,""30-Day Readmission Rate"",""Hospital Budget Allocation -> Hospital Capacity strain -> Hospital Admissions -> Hospital Operating Costs -> Pressure for Cost Containment -> Average LOS -> Discharge Planning Quality -> Premature Discharge Risk -> 30-Day Readmission Rate"",8,""+"""
"Hospital Budget Allocation,""30-Day Readmission Rate"",""Hospital Budget Allocation -> Hospital Capacity strain -> Hospital Admissions -> Hospital Operating Costs -> Pressure for Cost Containment -> Average LOS -> Discharge Planning Quality -> Continuity of Care -> Medication Reconciliation Accuracy -> 30-Day Readmission Rate"",9,""+"""
"Hospital Budget Allocation,""30-Day Readmission Rate"",""Hospital Budget Allocation -> Hospital Capacity strain -> Hospital Admissions -> Hospital Operating Costs -> Pressure for Cost Containment -> Average LOS -> Discharge Planning Quality -> Continuity of Care -> Post-Discharge Follow-up Quality -> Early Detection Rate -> 30-Day Readmission Rate"",10,""+"""
"Hospital Budget Allocation,""30-Day Readmission Rate"",""Hospital Budget Allocation -> Hospital Capacity strain -> Hospital Admissions -> Hospital Operating Costs -> Pressure for Cost Containment -> Average LOS -> Pressure for Early Discharge -> Post Discharge Care Needs -> Municipal Care Burden/Workload -> Care Gaps -> Post-Discharge Follow-up Quality -> Early Detection Rate -> 30-Day Readmission Rate"",12,""+"""
"Hospital Budget Allocation,""30-Day Readmission Rate"",""Hospital Budget Allocation -> Hospital Capacity strain -> Hospital Admissions -> Hospital Operating Costs -> Pressure for Cost Containment -> Average LOS -> Pressure for Early Discharge -> Clinical Stability -> Premature Discharge Risk -> 30-Day Readmission Rate"",9,""+"""
"Hospital Budget Allocation,""30-Day Readmission Rate"",""Hospital Budget Allocation -> Hospital Capacity strain -> Hospital Admissions -> Hospital Operating Costs -> Pressure for Cost Containment -> Staffing Levels -> Workload -> Medical Error Rate (Care Quality) -> Discharge Planning Quality -> Average LOS -> Pressure for Early Discharge -> Post Discharge Care Needs -> Municipal Care Burden/Workload -> Care Gaps -> Post-Discharge Follow-up Quality -> Early Detection Rate -> 30-Day Readmission Rate"",16,""-"""
"Hospital Budget Allocation,""30-Day Readmission Rate"",""Hospital Budget Allocation -> Hospital Capacity strain -> Hospital Admissions -> Hospital Operating Costs -> Pressure for Cost Containment -> Staffing Levels -> Workload -> Medical Error Rate (Care Quality) -> Discharge Planning Quality -> Average LOS -> Pressure for Early Discharge -> Clinical Stability -> Premature Discharge Risk -> 30-Day Readmission Rate"",13,""-"""
"Hospital Budget Allocation,""30-Day Readmission Rate"",""Hospital Budget Allocation -> Hospital Capacity strain -> Hospital Admissions -> Hospital Operating Costs -> Pressure for Cost Containment -> Staffing Levels -> Workload -> Medical Error Rate (Care Quality) -> Discharge Planning Quality -> Premature Discharge Risk -> 30-Day Readmission Rate"",10,""+"""
"Hospital Budget Allocation,""30-Day Readmission Rate"",""Hospital Budget Allocation -> Hospital Capacity strain -> Hospital Admissions -> Hospital Operating Costs -> Pressure for Cost Containment -> Staffing Levels -> Workload -> Medical Error Rate (Care Quality) -> Discharge Planning Quality -> Continuity of Care -> Medication Reconciliation Accuracy -> 30-Day Readmission Rate"",11,""+"""
"Hospital Budget Allocation,""30-Day Readmission Rate"",""Hospital Budget Allocation -> Hospital Capacity strain -> Hospital Admissions -> Hospital Operating Costs -> Pressure for Cost Containment -> Staffing Levels -> Workload -> Medical Error Rate (Care Quality) -> Discharge Planning Quality -> Continuity of Care -> Post-Discharge Follow-up Quality -> Early Detection Rate -> 30-Day Readmission Rate"",12,""+"""
"Hospital Budget Allocation,""30-Day Readmission Rate"",""Hospital Budget Allocation -> Hospital Capacity strain -> Hospital Admissions -> Hospital Operating Costs -> Pressure for Cost Containment -> Discharge Planning Quality -> Average LOS -> Pressure for Early Discharge -> Post Discharge Care Needs -> Municipal Care Burden/Workload -> Care Gaps -> Post-Discharge Follow-up Quality -> Early Detection Rate -> 30-Day Readmission Rate"",13,""-"""
"Hospital Budget Allocation,""30-Day Readmission Rate"",""Hospital Budget Allocation -> Hospital Capacity strain -> Hospital Admissions -> Hospital Operating Costs -> Pressure for Cost Containment -> Discharge Planning Quality -> Average LOS -> Pressure for Early Discharge -> Clinical Stability -> Premature Discharge Risk -> 30-Day Readmission Rate"",10,""-"""
"Hospital Budget Allocation,""30-Day Readmission Rate"",""Hospital Budget Allocation -> Hospital Capacity strain -> Hospital Admissions -> Hospital Operating Costs -> Pressure for Cost Containment -> Discharge Planning Quality -> Premature Discharge Risk -> 30-Day Readmission Rate"",7,""+"""
"Hospital Budget Allocation,""30-Day Readmission Rate"",""Hospital Budget Allocation -> Hospital Capacity strain -> Hospital Admissions -> Hospital Operating Costs -> Pressure for Cost Containment -> Discharge Planning Quality -> Continuity of Care -> Medication Reconciliation Accuracy -> 30-Day Readmission Rate"",8,""+"""
"Hospital Budget Allocation,""30-Day Readmission Rate"",""Hospital Budget Allocation -> Hospital Capacity strain -> Hospital Admissions -> Hospital Operating Costs -> Pressure for Cost Containment -> Discharge Planning Quality -> Continuity of Care -> Post-Discharge Follow-up Quality -> Early Detection Rate -> 30-Day Readmission Rate"",9,""+"""
"Hospital Budget Allocation,""30-Day Readmission Rate"",""Hospital Budget Allocation -> Hospital Capacity strain -> Hospital Admissions -> Hospital Operating Costs -> Hospital Budget Pressure -> Hospital Efficiency Mandates -> Average LOS -> Discharge Planning Quality -> Premature Discharge Risk -> 30-Day Readmission Rate"",9,""+"""
"Hospital Budget Allocation,""30-Day Readmission Rate"",""Hospital Budget Allocation -> Hospital Capacity strain -> Hospital Admissions -> Hospital Operating Costs -> Hospital Budget Pressure -> Hospital Efficiency Mandates -> Average LOS -> Discharge Planning Quality -> Continuity of Care -> Medication Reconciliation Accuracy -> 30-Day Readmission Rate"",10,""+"""
"Hospital Budget Allocation,""30-Day Readmission Rate"",""Hospital Budget Allocation -> Hospital Capacity strain -> Hospital Admissions -> Hospital Operating Costs -> Hospital Budget Pressure -> Hospital Efficiency Mandates -> Average LOS -> Discharge Planning Quality -> Continuity of Care -> Post-Discharge Follow-up Quality -> Early Detection Rate -> 30-Day Readmission Rate"",11,""+"""
"Hospital Budget Allocation,""30-Day Readmission Rate"",""Hospital Budget Allocation -> Hospital Capacity strain -> Hospital Admissions -> Hospital Operating Costs -> Hospital Budget Pressure -> Hospital Efficiency Mandates -> Average LOS -> Pressure for Early Discharge -> Post Discharge Care Needs -> Municipal Care Burden/Workload -> Care Gaps -> Post-Discharge Follow-up Quality -> Early Detection Rate -> 30-Day Readmission Rate"",13,""+"""
